anime_id,name,genre,type,episodes,rating,members,user_rating,count
9166,Attack No.1: Namida no Sekai Senshuken,"Drama, Shoujo, Sports",Movie,1,6.49,248,2.0,5
3132,Boukensha: The Man Was from Spain,"Adventure, Historical",TV,26,6.49,496,3.92,26
4418,Catman Series II,"Comedy, Fantasy, Slice of Life",ONA,8,6.49,755,4.86,28
17020,D.C.III: Da Capo III Special,"Drama, Music, Romance, School",Special,1,6.49,3008,4.4,120
3202,Daisuki! Hello Kitty,"Fantasy, Kids",TV,26,6.49,1468,4.25,81
1753,Di Gi Charat: Kuchi Kara Bazooka,Comedy,Special,1,6.49,1249,4.16,43
2647,Dorami-chan: Mini-Dora SOS!!!,"Fantasy, Kids",Movie,1,6.49,178,0.5,4
5088,Fabre-sensei wa Meitantei,Mystery,TV,26,6.49,298,1.56,9
909,Geneshaft,"Adventure, Mecha, Sci-Fi, Space",TV,13,6.49,8643,5.03,381
1158,Geobreeders: File-X Chibi Neko Dakkan,"Adventure, Comedy, Shounen, Supernatural",OVA,3,6.49,1636,3.88,82
8450,Guskou Budori no Denki,Drama,Movie,1,6.49,628,2.6,5
31630,"Gyakuten Saiban: Sono &quot;Shinjitsu&quot;, Igi Ari!","Comedy, Drama, Mystery, Police",TV,24,6.49,61410,5.29,455
1851,Haou Daikei Ryuu Knight: Adeu Legend Final,"Adventure, Comedy, Fantasy, Mecha, Parody",OVA,1,6.49,435,3.25,8
1193,Happy Seven: The TV Manga,"Comedy, Fantasy",TV,13,6.49,3287,4.62,125
1884,Himesama Goyoujin,Comedy,TV,12,6.49,1623,4.54,61
3285,Himitsu no Akko-chan,"Magic, School, Shoujo",TV,94,6.49,1085,3.76,46
9824,Jigokudou Reikai Tsuushin,"Fantasy, Horror",OVA,1,6.49,479,5.62,16
2293,Kyoushoku Soukou Guyver,"Action, Horror, Sci-Fi, Super Power",Movie,1,6.49,3185,4.77,159
3932,Magnerobo Ga-Keen,"Action, Mecha, Sci-Fi",TV,39,6.49,416,2.83,6
2046,Mahou no Tenshi Creamy Mami: Long Goodbye,"Comedy, Fantasy, Magic, Romance, Shoujo",OVA,1,6.49,476,3.14,7
3356,Mahoutsukai Sally,"Fantasy, Magic, School, Shoujo",TV,109,6.49,1478,3.9,60
5386,Miyamoto Musashi: Souken ni Haseru Yume,"Action, Historical, Martial Arts, Samurai",Movie,1,6.49,3721,5.16,91
4617,Nana Toshi Monogatari: Hokkyokukai Sensen,"Drama, Sci-Fi",OVA,2,6.49,1085,4.71,38
33038,Nuwa Chengzhang Riji,"Comedy, Fantasy",TV,30,6.49,3106,,0
2550,Onboro Film,"Comedy, Parody",Movie,1,6.49,1507,4.49,85
5056,Penguin Musume♥Heart Special,"Comedy, Ecchi, School, Slice of Life",Special,1,6.49,2564,4.73,139
21703,Pokemon XY: New Year Special,"Action, Adventure, Comedy, Fantasy, Kids",Special,1,6.49,2270,3.49,68
14935,Pokemon: Utae Meloetta - Rinka no Mi wo Sagase!,"Adventure, Comedy, Fantasy, Kids",OVA,1,6.49,1701,3.9,50
24935,Recorder to Randoseru Mi☆ Special,"Comedy, School, Seinen, Slice of Life",Special,1,6.49,2752,5.13,112
10013,Shouwa Monogatari (Movie),"Drama, Historical",Movie,1,6.49,878,4.59,22
6251,Sketchbook: Full Color&#039;s Picture Drama,"Comedy, Slice of Life",Special,6,6.49,1487,4.73,49
1662,Space Fantasia 2001 Nights,"Drama, Sci-Fi, Seinen, Space",OVA,1,6.49,1284,5.45,49
30246,Space☆Dandy 2nd Season Picture Drama,"Comedy, Sci-Fi, Space",Special,3,6.49,1150,4.56,16
19953,Zetsumetsu Kigu Shoujo: Amazing Twins,"Magic, Slice of Life",OVA,2,6.49,7418,4.75,226
27405,Zou no Senaka: Tabidatsu Hi,"Drama, Seinen, Slice of Life",OVA,1,6.49,136,1.33,3
1734,Ajimu: Kaigan Monogatari,"Comedy, Drama, Romance, School",ONA,4,6.48,9102,5.2,422
4667,B-Densetsu! Battle Bedaman Enkon,"Adventure, Comedy, Kids, Shounen",TV,51,6.48,2512,4.38,112
4070,Black Jack: Dr. Pinoko no Mori no Bouken,Comedy,Special,1,6.48,1272,4.88,60
13169,Buta,"Adventure, Comedy, Fantasy, Historical",Movie,1,6.48,4850,5.53,217
69,Cluster Edge,"Action, Fantasy, Military, Sci-Fi",TV,25,6.48,6995,4.63,178
31967,Dog Days&#039;&#039;: Gravure Talk,"Comedy, Fantasy",Special,4,6.48,748,3.5,2
7816,Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,"Comedy, Sci-Fi, Shounen",Movie,1,6.48,557,5.42,12
8145,Gegege no Kitarou: Nippon Bakuretsu,"Action, Fantasy, Horror, Kids, Shounen, Supernatural",Movie,1,6.48,340,4.5,4
21575,Ghost in the Shell: Arise - Logicoma Specials,"Mecha, Sci-Fi",Special,4,6.48,3083,4.09,64
1849,Haou Taikei Ryuu Knight: Adeu Legend,"Action, Adventure, Fantasy, Mecha",OVA,13,6.48,617,3.79,14
5600,Little El Cid no Bouken,"Adventure, Historical, Kids",TV,26,6.48,274,3.88,8
1428,Lupin III: Secret File,"Adventure, Comedy, Shounen",OVA,1,6.48,1994,4.41,73
3676,Machine Robo: Revenge of Chronos,"Action, Mecha, Sci-Fi",TV,47,6.48,632,3.22,9
4113,Mahou no Mako-chan,"Fantasy, Magic, Romance, Shoujo",TV,48,6.48,678,4.25,28
6277,Manga Nippon Mukashibanashi (1976),"Fantasy, Historical",TV,1471,6.48,406,3.57,7
6130,Marie &amp; Gali,Comedy,TV,40,6.48,2373,5.55,20
3619,Nanako SOS,"Comedy, Parody, Romance, Super Power",TV,39,6.48,587,4.07,15
2085,NG Knight Ramune &amp; 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen,"Adventure, Comedy, Fantasy, Mecha, Shounen",OVA,3,6.48,440,3.0,7
2052,Nozomi Witches,"Romance, Sports",OVA,3,6.48,556,5.5,10
4459,Ojarumaru,"Adventure, Comedy, Fantasy",TV,Unknown,6.48,515,,0
3065,Ozanari Dungeon: Kaze no Tou,"Action, Adventure, Comedy, Fantasy",OVA,3,6.48,635,5.11,9
30679,Queen&#039;s Blade: Grimoire,"Action, Adventure, Ecchi, Fantasy",OVA,2,6.48,3831,5.21,34
24763,Robot Girls Z Specials,"Comedy, Mecha, Parody",Special,3,6.48,1592,5.45,42
2153,Saint Beast: Kouin Jojishi Tenshi Tan,Fantasy,TV,13,6.48,4707,4.85,162
8745,Seikima II Humane Society: Jinrui Ai ni Michita Shakai,"Demons, Supernatural",OVA,1,6.48,226,4.5,4
15119,Senran Kagura,"Action, Comedy, Ecchi, School",TV,12,6.48,55607,4.95,1279
28603,Shakugan no Shana: Naze Nani Shana! Nandemo Shitsumonbako! Special,"Comedy, Fantasy, Supernatural",Special,3,6.48,2190,2.79,34
16415,Sousei no Aquarion Special,"Comedy, Mecha",Special,1,6.48,1419,4.35,31
1903,Stratos 4: Logbook,"Action, Ecchi, Sci-Fi",Special,1,6.48,1090,4.21,52
8026,Super Street Fighter IV,"Action, Adventure, Shounen",OVA,1,6.48,4498,5.14,214
6397,Tentou Mushi no Uta,"Drama, Slice of Life",TV,104,6.48,249,2.33,9
2631,The☆Doraemons: Goal! Goal! Goal!!,"Comedy, Fantasy, Kids, Sci-Fi, Shounen, Sports",Movie,1,6.48,496,3.64,14
12361,Track City,"Action, Cars",TV,26,6.48,393,5.44,18
1460,Uchuu no Kishi Tekkaman Blade II,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",OVA,6,6.48,2346,5.06,125
20965,Wonder Garden,Fantasy,ONA,1,6.48,2855,4.74,74
3011,Yotsunoha,"Romance, School",OVA,2,6.48,8565,5.23,482
1346,AD Police,"Adventure, Dementia, Mecha, Mystery, Police, Psychological, Sci-Fi, Thriller",OVA,3,6.47,6112,4.83,207
15607,Ai no Wakakusa Monogatari Specials,"Drama, Historical, Slice of Life",Special,2,6.47,265,0.83,6
32023,Bubuki Buranki,"Action, Drama, Mecha, Sci-Fi",TV,12,6.47,44978,5.01,687
8547,Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,"Comedy, Sci-Fi, Shounen",Movie,1,6.47,537,4.27,11
9121,Heroman Specials,"Action, Sci-Fi, Shounen",Special,3,6.47,1879,5.21,81
825,King of Fighters: Another Day,"Adventure, Drama, Shounen",ONA,4,6.47,8497,5.05,509
3061,Kishin Heidan,"Adventure, Historical, Mecha, Sci-Fi",OVA,7,6.47,1102,4.84,31
15093,Koihime†Musou OVA Omake,"Adventure, Comedy, Fantasy",Special,1,6.47,992,4.06,34
1262,Macross II: Lovers Again,"Adventure, Mecha, Military, Sci-Fi, Shounen, Space",OVA,6,6.47,6760,5.12,347
3482,Madonna,"Comedy, School, Sports",OVA,2,6.47,849,5.35,23
3880,Makyou Densetsu Acrobunch,"Mecha, Sci-Fi, Shounen",TV,24,6.47,318,2.33,3
3884,Maze☆Bakunetsu Jikuu: Hot Springs,"Action, Comedy, Ecchi, Fantasy",Special,1,6.47,646,3.3,23
8743,Memory (ONA),"Drama, Military, Sci-Fi, Slice of Life",ONA,1,6.47,1505,5.27,51
7079,Ookamikakushi,"Action, Horror, Mystery, Supernatural",TV,12,6.47,51323,5.12,2207
20907,Ookii 1 Nensei to Chiisana 2 Nensei,Adventure,Movie,1,6.47,2830,5.19,101
31168,Pokemon XY: Odemashi Ko Majin Hoopa,"Action, Fantasy, Kids",OVA,1,6.47,1829,5.07,43
23309,Rail Wars!,"Action, Ecchi, Police",TV,12,6.47,85487,5.22,2455
5223,Robotan (1986),"Comedy, Kids",TV,33,6.47,294,4.39,18
8373,Shin Mitsubachi Maya no Bouken,"Adventure, Comedy",TV,52,6.47,1286,4.15,84
1443,Sol Bianca,"Action, Adventure, Sci-Fi, Space",OVA,2,6.47,2723,4.57,109
32993,Sore ga Seiyuu!: Petit Uchiage,"Comedy, Slice of Life",Special,1,6.47,1651,4.81,52
1671,Soreyuke! Uchuu Senkan Yamamoto Yohko II,"Action, Adventure, Sci-Fi",OVA,3,6.47,1099,4.84,19
27629,Tantei Kageki Milky Holmes TD,"Comedy, Mystery, Super Power",TV,12,6.47,4967,5.37,92
3977,To Heart Omake,"Comedy, Harem, School, Slice of Life",Special,6,6.47,2007,5.1,70
30166,Wangpai Yushi Di 0 Ji,"Comedy, Fantasy, School, Shounen, Supernatural",Special,1,6.47,465,4.29,7
184,Xenosaga The Animation,"Action, Mecha, Sci-Fi, Shounen, Space",TV,12,6.47,13827,4.93,584
3704,Zenryoku Usagi,"Comedy, Kids",TV,52,6.47,613,3.86,7
8194,Akuma-kun,"Adventure, Fantasy, Horror, Magic, Supernatural",TV,42,6.46,382,2.12,8
31883,Bakuon!! OVA,"Cars, Seinen, Slice of Life, Sports",OVA,2,6.46,4572,,0
32670,Battle Spirits: Double Drive,"Action, Kids",TV,Unknown,6.46,515,,0
31683,Danchigai Special,"Comedy, Slice of Life",Special,1,6.46,8000,4.97,329
7667,Dr. Slump Movie 03: Arale-chan Hoyoyo! Sekai Isshuu Dai Race,"Comedy, Sci-Fi, Shounen",Movie,1,6.46,557,4.9,10
1314,DT Eightron,"Action, Sci-Fi, Shounen",TV,26,6.46,931,3.86,21
3101,F-Zero: Falcon Densetsu,"Action, Adventure, Cars, Mecha, Sci-Fi, Shounen, Sports",TV,51,6.46,3863,4.24,78
5292,Getter Robo Go,"Action, Adventure, Mecha, Military, Shounen",TV,50,6.46,696,5.71,7
5900,Jean Valjean Monogatari,Drama,Special,1,6.46,422,3.4,5
17785,Jungle wa Itsumo Hare nochi Guu: Eizou Tokuten - Maboroshi no Pilot Film,Comedy,Special,1,6.46,431,1.57,7
1883,Kappa no Kaikata,Comedy,TV,26,6.46,1209,4.78,50
9014,Kuttsukiboshi,"Drama, Romance, Shoujo Ai, Supernatural",OVA,2,6.46,21805,5.33,818
887,Megami Kouhosei Special Curriculum,"Action, Mecha, Military, Sci-Fi, Space",OVA,1,6.46,3710,4.79,226
9990,Midori-ko,"Dementia, Drama",Movie,1,6.46,609,5.0,9
864,Mobile Suit Gundam Seed MSV Astray,"Mecha, Military, Sci-Fi, Shounen, Space",OVA,2,6.46,7336,4.52,392
10802,MonHun Nikki Girigiri Airou Mura G,"Action, Comedy",TV,13,6.46,311,2.75,4
30842,Nekota no Koto ga Kininatte Shikatanai. (ONA),"School, Shoujo",ONA,4,6.46,546,2.5,8
2233,Ocha-ken: Chokotto Monogatari,"Comedy, Kids",TV,26,6.46,647,4.85,20
1867,Oira Uchuu no Tankoufu,"Action, Adventure, Sci-Fi, Shounen, Space",OVA,2,6.46,734,4.9,21
10219,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special,"Comedy, Ecchi, Romance",Special,1,6.46,10024,4.6,538
3913,Onikirimaru,"Action, Demons, Martial Arts, Shounen",OVA,4,6.46,1174,5.11,37
6303,Perman,"Adventure, Comedy",TV,54,6.46,499,5.7,10
610,Popotan,"Comedy, Drama, Ecchi, Supernatural",TV,12,6.46,15230,5.25,654
3474,Push,Parody,Special,1,6.46,1272,5.31,62
6674,Reporter Blues,"Comedy, Mystery",TV,52,6.46,315,4.17,12
17777,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.","Comedy, Ecchi, Romance, Shounen, Supernatural",TV,12,6.46,74320,5.23,2575
1444,Sol Bianca: Taiyou no Fune,"Adventure, Mecha, Sci-Fi, Space",OVA,6,6.46,2947,4.88,153
16099,Sword Art Online: Sword Art Offline,Comedy,Special,9,6.46,50012,4.37,1499
3472,Tenrankai no E,Comedy,Movie,1,6.46,1065,4.98,43
51,Tenshi Kinryouku,"Action, Drama, Romance, Shoujo, Supernatural",OVA,3,6.46,36352,5.09,2353
10306,Umi Monogatari: Kanon to Iku Amamikoshima,Comedy,Special,13,6.46,1087,4.44,18
4521,Watt Poe to Bokura no Ohanashi,"Adventure, Sci-Fi",OVA,1,6.46,179,2.0,2
2008,Yawara! Sore Yuke Koshinuke Kids!!,"Action, Comedy, Drama, Martial Arts, Romance, Slice of Life, Sports",Movie,1,6.46,763,3.93,14
4044,Youkai Ningen Bem,Horror,TV,26,6.46,440,3.86,14
6075,Ai no Wakakusa Yama Monogatari,Comedy,TV,12,6.45,527,2.0,9
6107,Aru Hibi no CLAMP Gakuen Tanteidan,Comedy,Special,13,6.45,685,3.11,19
29998,Asobi ni Iku yo!: Asobi ni Oide - Owari,Comedy,Special,1,6.45,3380,3.56,73
9163,Attack No.1 (1970),"Drama, Shoujo, Sports",Movie,1,6.45,329,2.14,7
722,Baby☆Love,"Comedy, Romance",OVA,1,6.45,3708,4.51,170
8278,Biohazard 4: Incubate,"Action, Demons, Horror, Military, Mystery, Police, Supernatural, Thriller",OVA,1,6.45,3604,4.62,143
5829,Blocker Gundan IV Machine Blaster,"Action, Mecha, Sci-Fi",TV,38,6.45,325,1.4,5
2127,Chouja Raideen,"Adventure, Mecha, Sci-Fi, Shounen",TV,38,6.45,1147,5.07,29
13955,Dennou Coil Recaps,"Adventure, Comedy, Drama, Mystery, Sci-Fi",Special,2,6.45,1342,2.86,29
21495,Denpa Kyoushi,"Comedy, School, Shounen",Special,2,6.45,5010,4.45,80
7718,Denshinbashira Elemi no Koi,Fantasy,Movie,1,6.45,1139,4.5,28
28673,Duan Nao,"Mystery, Sci-Fi, Shounen, Thriller",ONA,16,6.42,1812,3.0,2
661,Elf-ban Kakyuusei: Anata dake wo Mitsumete...,"Drama, Harem, Romance, School",OVA,4,6.45,1849,4.25,75
6413,Go! Go! Ackman,"Action, Comedy, Supernatural",OVA,1,6.45,450,4.4,10
7551,Gowapper 5 Gordam,"Action, Adventure, Mecha, Sci-Fi",TV,36,6.45,213,3.5,4
13639,Hi no Youjin,"Historical, Slice of Life",Movie,1,6.45,3757,5.19,134
910,Himawari!,"Adventure, Comedy, Martial Arts",TV,13,6.45,15549,4.83,551
12689,Kiss Dum R: Meguriahi,"Mecha, Military, Sci-Fi",Special,1,6.45,683,5.12,25
10028,Magic Knight Rayearth Omake,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",Special,5,6.45,1730,3.78,58
3660,Mahou no Idol Pastel Yumi,"Comedy, Fantasy, Kids, Magic, Shoujo",TV,25,6.45,965,3.53,15
2133,Mari Iyagi,"Drama, Fantasy, Slice of Life",Movie,1,6.45,1967,5.87,70
362,Memories Off 2nd,"Drama, Romance",OVA,3,6.45,2750,4.67,110
363,Memories Off 3.5,"Drama, Romance",OVA,4,6.45,2321,4.64,81
470,Okusama wa Joshikousei (TV),"Comedy, Drama, Romance, Slice of Life",TV,13,6.45,14010,5.08,543
10180,Otome Youkai Zakuro Picture Drama,"Demons, Historical, Romance, Seinen, Supernatural",Special,2,6.45,2747,4.03,61
28853,Pokemon: Pikachu to Pokemon Ongakutai,"Adventure, Fantasy, Kids",Movie,1,6.45,1509,5.2,20
2466,Scramble Wars: Tsuppashire! Genom Trophy Rally,Parody,OVA,1,6.45,558,6.24,17
31914,Shoujo-tachi wa Kouya wo Mezasu,School,TV,12,6.45,60452,5.07,993
4941,Tezuka Osamu ga Kieta?! 20 Seiki Saigo no Kaijiken,Mystery,Special,1,6.45,331,3.33,3
11773,To Heart 2: Dungeon Travelers,"Adventure, Comedy, Ecchi, Fantasy, Magic, Seinen",OVA,2,6.45,2540,5.21,92
17068,Transfer,"Action, Music",Music,1,6.45,797,3.9,21
28085,Wonder (Movie),Dementia,Movie,1,6.45,644,3.17,12
3234,009-1: R&amp;B,"Action, Sci-Fi, Seinen",Special,1,6.44,2988,4.75,128
6462,Amefuri Kozou,"Fantasy, Supernatural",OVA,1,6.44,606,6.12,17
13863,Arve Rezzle: Kikaijikake no Yousei-tachi,"Action, Drama, Mystery, Sci-Fi, Thriller",Movie,1,6.44,18770,5.31,732
1701,Boku no Marie,"Comedy, Ecchi, Romance, Sci-Fi, Seinen",OVA,3,6.44,2186,4.84,97
159,Boukyaku no Senritsu,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",TV,24,6.44,12169,5.04,457
458,Buttobi!! CPU,"Comedy, Ecchi, Magic, Sci-Fi, Seinen",OVA,3,6.44,3968,4.58,222
33689,Dive to Blue,Music,Music,1,6.44,199,2.5,6
14875,Eureka Seven AO: Jungfrau no Hanabana-tachi,"Action, Adventure, Drama, Mecha, Sci-Fi",OVA,1,6.44,6756,4.86,277
10666,Fireball Special,"Comedy, Sci-Fi",Special,1,6.44,1439,5.03,76
1865,Getsumen To Heiki Mina,"Comedy, Parody, Sci-Fi",TV,11,6.44,4744,4.59,157
133,Green Green,"Comedy, Ecchi, Romance, School, Slice of Life",TV,12,6.44,80562,5.24,4778
647,Harukanaru Toki no Naka de: Ajisai Yumegatari,"Adventure, Demons, Drama, Fantasy, Historical, Romance, Shoujo, Supernatural",OVA,2,6.44,2253,4.6,82
1057,Ippatsu Kiki Musume,"Action, Comedy, Ecchi",TV,16,6.44,3188,5.4,167
15847,Iron Man: Rise of Technovore,"Action, Mecha",OVA,1,6.44,3656,5.03,157
24873,Juuou Mujin no Fafnir,"Fantasy, Harem, Romance, School",TV,12,6.44,59544,4.97,1629
5132,Let&#039;s Nupu Nupu,"Comedy, Ecchi, School",TV,16,6.44,1861,5.07,88
952,Magical Nyan Nyan Taruto,"Comedy, Magic",TV,12,6.44,3693,4.9,116
1880,Midnight Eye: Gokuu II,"Action, Adventure, Mystery, Sci-Fi, Seinen, Super Power",OVA,1,6.44,1688,5.31,68
7171,Oni,"Demons, Historical, Supernatural",Movie,1,6.44,950,5.05,40
28385,Seto no Hanayome Picture Drama,"Comedy, Parody, Romance, School",Special,1,6.44,1264,4.69,29
2100,Silent Mobius 2,"Adventure, Demons, Fantasy, Sci-Fi, Seinen",Movie,1,6.44,1624,4.05,61
33205,StarFox Zero: The Battle Begins,"Action, Sci-Fi, Space",ONA,1,6.44,1885,4.41,51
8079,Tamala 2010: A Punk Cat in Space OVA,"Dementia, Sci-Fi",OVA,2,6.44,505,5.29,7
6331,Ten Little Gall Force,"Action, Comedy, Mecha, Military, Parody, Sci-Fi, Space",OVA,1,6.44,701,5.29,17
4853,Tezuka Osamu no Don Dracula,"Comedy, Horror, Supernatural, Vampire",TV,8,6.44,934,4.24,34
32881,Tiger Mask W,"Action, Drama, Shounen, Sports",TV,Unknown,6.44,8652,,0
4578,Time Bokan Oudou Fukko,"Action, Comedy, Mecha, Parody, Sci-Fi",OVA,2,6.44,609,4.21,19
26443,Triage X,"Action, Adventure, Ecchi, Shounen",TV,10,6.44,59632,5.04,1446
6731,Ultraman Kids no Kotowaza Monogatari,"Comedy, Kids, Super Power",TV,26,6.44,227,5.43,7
2018,Warau Hyouteki,"Horror, Mystery",OVA,1,6.44,1975,4.99,82
6861,Water Brain,"Dementia, Fantasy, Sci-Fi",Special,1,6.44,862,5.04,26
6693,Yatterman the Movie: Shin Yattermecha Osu Gou! Omocha no Kuni de Dai Ketsudan da Koron,"Comedy, Kids",Movie,1,6.44,448,2.62,8
31319,12-sai. 2nd Season,"Romance, School, Shoujo",OVA,4,6.43,1383,2.75,4
12967,Arcana Famiglia,"Action, Harem, Romance, Shoujo",TV,12,6.43,106391,5.08,3758
4025,Asobou! Hello Kitty,"Adventure, Fantasy, Kids",TV,26,6.43,645,4.55,33
4563,Bakkyuu HIT! Crash Bedaman,Adventure,TV,50,6.43,747,3.6,20
2822,Bamboo Bears,Comedy,TV,52,6.43,330,3.42,12
18881,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama Flash Special,"School, Supernatural",Special,1,6.43,5005,3.48,124
295,Divergence Eve 2: Misaki Chronicles,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",TV,13,6.43,4790,4.73,176
29722,"Eikoku Ikka, Nihon wo Taberu","Comedy, Slice of Life",TV,24,6.43,729,3.83,6
8146,Gegege no Kitarou: Daikaijuu,"Action, Fantasy, Horror, Shounen, Supernatural",Movie,1,6.43,305,6.0,6
2697,Hi-Speed Jecy,"Action, Sci-Fi",OVA,12,6.43,479,2.5,2
4737,Himitsukessha Taka no Tsume,"Comedy, Parody, Super Power",TV,12,6.43,341,3.5,6
258,Hitsuji no Uta,"Drama, Horror, Vampire",OVA,4,6.43,10574,5.11,460
10905,Ikoku Meiro no Croisée Picture Drama,"Historical, Seinen, Slice of Life",Special,6,6.43,2616,4.35,80
5013,Juugo Shounen Hyouryuuki,"Adventure, Drama, Historical",Special,1,6.43,305,4.57,7
3858,Konchuu Monogatari Minashigo Hutch,"Adventure, Comedy, Drama",TV,91,6.43,1325,4.88,66
31804,Kuma Miko,"Comedy, Seinen, Slice of Life",TV,12,6.43,43176,5.29,717
8302,Ladies versus Butlers! Specials,"Ecchi, Seinen",Special,6,6.43,18524,4.55,1064
2307,Lime-iro Senkitan: Nankoku Yume Roman,"Action, Comedy, Ecchi, Mecha",OVA,2,6.43,1869,4.8,86
7598,Loups=Garous,"Mystery, Sci-Fi, Thriller",Movie,1,6.43,12350,5.37,520
3571,Mach GoGoGo (1997),"Adventure, Cars",TV,34,6.43,1545,4.86,66
3881,Majokko Tickle,"Comedy, Magic, Shoujo",TV,45,6.43,471,4.23,22
2571,Mitsubachi Maya no Bouken,"Adventure, Comedy, Kids",TV,52,6.43,4426,4.39,298
614,Okusama wa Mahou Shoujo,"Magic, Romance",TV,13,6.43,5098,5.02,178
34252,STAR BEAT!: Hoshi no Kodou,Music,Music,1,6.39,230,10.0,1
13563,The Four Seasons,Slice of Life,ONA,4,6.42,1190,5.33,39
13969,Thermae Romae x Yoyogi Animation Gakuin Collaboration,"Comedy, Historical, Seinen",Special,1,6.43,1260,4.96,53
31750,TV-ban Pokemon Special Masara Town-hen Soushuuhen,"Action, Adventure, Comedy, Fantasy, Kids",OVA,3,6.43,485,4.25,4
11445,UFO Princess Valkyrie: Recap,"Comedy, Romance, Sci-Fi",Special,1,6.44,739,4.36,33
3361,UFO Senshi Dai Apolon,"Action, Mecha, Sci-Fi",TV,26,6.43,312,4.22,9
9526,Wolf Guy,"Action, Military, Sci-Fi",OVA,6,6.43,412,-1.0,1
2024,Yoshimune,"Comedy, Historical",TV,24,6.43,393,3.0,2
33056,Buddy Go!,"Comedy, Romance, Shoujo",Special,3,6.42,1415,4.33,12
9591,Code Geass: Hangyaku no Lelouch R2: Flash Specials,Parody,Special,9,6.42,9291,3.85,271
8548,Dr. Slump Movie 08: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...,"Comedy, Sci-Fi, Shounen",Movie,1,6.42,506,5.5,10
33499,Ganbare! Kickers Specials,"Drama, Shounen, Sports",Special,2,6.43,141,-1.0,1
1868,Gin&#039;iro no Olynsis: Tokito,"Adventure, Drama, Mecha, Romance",TV,12,6.42,5305,4.29,210
9389,Ginga Hyouryuu Vifam: Kieta 12-nin,"Action, Adventure, Mecha, Sci-Fi",OVA,1,6.42,205,3.33,3
33024,Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,"Action, Mecha, School, Sci-Fi, Seinen, Space",Special,1,6.42,2189,4.61,51
4385,Great Mazinger tai Getter Robo,"Action, Mecha, Sci-Fi",Movie,1,6.42,976,3.68,37
4386,Great Mazinger tai Getter Robo G: Kuuchuu Dai-Gekitotsu,"Action, Mecha, Sci-Fi",Movie,1,6.42,786,3.87,23
5168,Hairy Tale,"Historical, Samurai",Special,1,6.42,3510,5.49,164
3838,Himitsu no Akko-chan 2,"Magic, School, Shoujo",TV,61,6.42,375,3.5,10
7017,K-On!: Ura-On!,Comedy,Special,7,6.42,36560,4.69,2011
3278,Kinnikuman: New York Kiki Ippatsu!,"Action, Comedy, Shounen, Sports",Movie,1,6.42,278,4.67,3
2260,Kirameki☆Project,"Comedy, Ecchi, Mecha, Sci-Fi",OVA,5,6.42,1195,5.31,39
4023,Kitty&#039;s Paradise,"Fantasy, Kids",TV,16,6.42,532,4.26,31
31156,Kuusen Madoushi Kouhosei no Kyoukan OVA,"Action, Drama, Fantasy, Magic, School",OVA,1,6.42,8632,4.82,151
9691,Kyomu Senshi Miroku,"Action, Demons, Fantasy, Historical, Samurai, Sci-Fi, Supernatural",OVA,6,6.42,207,3.67,3
9792,Licca-chan Fushigi na Fushigi na Yunia Monogatari,"Adventure, Kids",OVA,2,6.42,307,4.0,3
4049,Mafukiden: Pandarian,"Adventure, Comedy, Fantasy, Kids, Magic, Super Power",TV,26,6.42,367,4.25,12
349,Magical Canan,"Drama, Fantasy, Magic, Supernatural",TV,13,6.42,2942,4.2,99
31845,Masou Gakuen HxH,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi",TV,12,6.42,68025,4.81,714
19257,Meganebu!,"Comedy, School, Slice of Life",TV,12,6.42,22411,4.68,436
8960,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,"Action, Comedy",TV,10,6.42,787,4.33,6
5006,Nagagutsu Sanjuushi,"Adventure, Fantasy, Kids",Movie,1,6.42,542,5.84,19
9106,Nogsaegjeoncha Haemosu,"Action, Adventure, Fantasy, Shounen",TV,26,6.42,287,1.4,5
9015,O-bake no... Holly,"Comedy, Fantasy, Kids, Magic",TV,200,6.42,194,3.0,7
25257,Persona 4 the Animation: Mr. Experiment Shorts,Comedy,Special,5,6.42,2196,4.04,28
3819,Sasurai no Taiyou,"Drama, Music",TV,26,6.42,316,4.2,5
31540,Sekkou Boys,"Comedy, Music",TV,12,6.42,28303,5.3,549
31867,Shoujo-tachi wa Kouya wo Mezasu OVA,School,OVA,1,6.42,7194,4.8,148
21119,Sister Princess: Re Pure Character&#039;s,"Drama, Romance",Special,12,6.42,544,3.67,12
33668,Soushin Shoujo Matoi,"Magic, Supernatural",TV,12,6.42,12549,,0
